# HELP cadvisor_version_info A metric with a constant '1' value labeled by kernel version, OS version, docker version, cadvisor version & cadvisor revision.
# TYPE cadvisor_version_info gauge
cadvisor_version_info{cadvisorRevision="6f3f25ba",cadvisorVersion="v0.49.1",dockerVersion="",kernelVersion="6.8.0-1041-azure",osVersion="Alpine Linux v3.18"} 1
# HELP container_blkio_device_usage_total Blkio Device bytes usage
# TYPE container_blkio_device_usage_total counter
container_blkio_device_usage_total{container_label_35cc9b="",container_label_description="",container_label_name="",container_label_org_kennethreitz_vendor="",container_label_version="",device="",id="/",image="",major="7",minor="0",name="",operation="Read"} 2.400256e+06 1762748200316
container_blkio_device_usage_total{container_label_35cc9b="",container_label_description="",container_label_name="",container_label_org_kennethreitz_vendor="",container_label_version="",device="",id="/",image="",major="7",minor="0",name="",operation="Write"} 0 1762748200316
container_blkio_device_usage_total{container_label_35cc9b="",container_label_description="",container_label_name="",container_label_org_kennethreitz_vendor="",container_label_version="",device="",id="/",image="",major="7",minor="1",name="",operation="Read"} 1.143808e+06 1762748200316
container_blkio_device_usage_total{container_label_35cc9b="",container_label_description="",container_label_name="",container_label_org_kennethreitz_vendor="",container_label_version="",device="",id="/",image="",major="7",minor="1",name="",operation="Write"} 0 1762748200316
container_blkio_device_usage_total{container_label_35cc9b="",container_label_description="",container_label_name="",container_label_org_kennethreitz_vendor="",container_label_version="",device="",id="/",image="",major="7",minor="2",name="",operation="Read"} 2.5071616e+07 1762748200316
container_blkio_device_usage_total{container_label_35cc9b="",container_label_description="",container_label_name="",container_label_org_kennethreitz_vendor="",container_label_version="",device="",id="/",image="",major="7",minor="2",name="",operation="Write"} 0 1762748200316
container_blkio_device_usage_total{container_label_35cc9b="",container_label_description="",container_label_name="",container_label_org_kennethreitz_vendor="",container_label_version="",device="",id="/",image="",major="7",minor="3",name="",operation="Read"} 14336 1762748200316
container_blkio_device_usage_total{container_label_35cc9b="",container_label_description="",container_label_name="",container_label_org_kennethreitz_vendor="",container_label_version="",device="",id="/",image="",major="7",minor="3",name="",operation="Write"} 0 1762748200316
container_blkio_device_usage_total{container_label_35cc9b="",container_label_description="",container_label_name="",container_label_org_kennethreitz_vendor="",container_label_version="",device="",id="/system.slice",image="",major="7",minor="0",name="",operation="Read"} 2.400256e+06 1762748200333
container_blkio_device_usage_total{container_label_35cc9b="",container_label_description="",container_label_name="",container_label_org_kennethreitz_vendor="",container_label_version="",device="",id="/system.slice",image="",major="7",minor="0",name="",operation="Write"} 0 1762748200333
container_blkio_device_usage_total{container_label_35cc9b="",container_label_description="",container_label_name="",container_label_org_kennethreitz_vendor="",container_label_version="",device="",id="/system.slice",image="",major="7",minor="1",name="",operation="Read"} 1.143808e+06 1762748200333
container_blkio_device_usage_total{container_label_35cc9b="",container_label_description="",container_label_name="",container_label_org_kennethreitz_vendor="",container_label_version="",device="",id="/system.slice",image="",major="7",minor="1",name="",operation="Write"} 0 1762748200333
container_blkio_device_usage_total{container_label_35cc9b="",container_label_description="",container_label_name="",container_label_org_kennethreitz_vendor="",container_label_version="",device="",id="/system.slice",image="",major="7",minor="2",name="",operation="Read"} 2.5071616e+07 1762748200333
container_blkio_device_usage_total{container_label_35cc9b="",container_label_description="",container_label_name="",container_label_org_kennethreitz_vendor="",container_label_version="",device="",id="/system.slice",image="",major="7",minor="2",name="",operation="Write"} 0 1762748200333
container_blkio_device_usage_total{container_label_35cc9b="",container_label_description="",container_label_name="",container_label_org_kennethreitz_vendor="",container_label_version="",device="",id="/system.slice",image="",major="7",minor="3",name="",operation="Read"} 14336 1762748200333
container_blkio_device_usage_total{container_label_35cc9b="",container_label_description="",container_label_name="",container_label_org_kennethreitz_vendor="",container_label_version="",device="",id="/system.slice",image="",major="7",minor="3",name="",operation="Write"} 0 1762748200333
container_blkio_device_usage_total{container_label_35cc9b="",container_label_description="",container_label_name="",container_label_org_kennethreitz_vendor="",container_label_version="",device="",id="/system.slice/snapd.service",image="",major="7",minor="0",name="",operation="Read"} 11264 1762748199755
container_blkio_device_usage_total{container_label_35cc9b="",container_label_description="",container_label_name="",container_label_org_kennethreitz_vendor="",container_label_version="",device="",id="/system.slice/snapd.service",image="",major="7",minor="0",name="",operation="Write"} 0 1762748199755
